OGIds	Mz,Pn,Ab,Nb,On,Ga
OG230_1	mz.gene.s150.2,pn.gene.s144.5,ab.gene.s481.3,nb.gene.s120.4,on.gene.UNK75.24,ENSGACG00000016580
OG231_1	mz.gene.s163.17,pn.gene.s161.3,ab.gene.s39.2,nb.gene.s1.267,on.gene.LG17.406,ENSGACG00000020091
OG232_1	mz.gene.s37.49,NULL,ab.gene.s88.10,nb.gene.s4775.1,on.gene.LG3.159,ENSGACG00000019650
OG233_1	mz.gene.s21.89,pn.gene.s1.154,ab.gene.s17.52,nb.gene.s46.26,on.gene.LG7.444,ENSGACG00000016083
OG234_1	mz.gene.s37.58,NULL,ab.gene.s88.2,NULL,NULL,ENSGACG00000019593
OG235_1	NULL,pn.gene.s227.8,ab.gene.s724.8,nb.gene.s81.17,on.gene.LG8-24.22,ENSGACG00000015389
OG236_1	mz.gene.s105.32,pn.gene.s143.9,ab.gene.s176.10,nb.gene.s41.19,on.gene.LG11.38,ENSGACG00000007020
OG237_1	mz.gene.s4.69,pn.gene.s0.200,ab.gene.s91.6,nb.gene.s2.303,on.gene.LG2.538,NULL
OG238_1	mz.gene.s107.18,pn.gene.s97.62,ab.gene.s389.1,nb.gene.s95.57,on.gene.LG18.52,ENSGACG00000014476
OG239_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000008410
OG240_1	mz.gene.s64.60,pn.gene.s124.24,ab.gene.s114.20,nb.gene.s41.80,on.gene.LG11.54,ENSGACG00000003671
OG241_1	mz.gene.s104.34,pn.gene.s512.5,ab.gene.s736.5,NULL,on.gene.UNK146.7,ENSGACG00000014423
OG242_1	NULL,NULL,ab.gene.s3817.1,NULL,on.gene.LG5.114,ENSGACG00000017294
OG243_1	mz.gene.s11.223,NULL,ab.gene.s3.34,NULL,NULL,NULL
OG244_1	mz.gene.s3.84,NULL,ab.gene.s477.13,nb.gene.s57.78,on.gene.LG19.350,ENSGACG00000011759
OG245_1	mz.gene.s41.64,pn.gene.s30.59,ab.gene.s65.29,nb.gene.s23.131,on.gene.LG18.665,ENSGACG00000016605
OG246_1	NULL,NULL,NULL,NULL,NULL,NULL
OG247_1	mz.gene.s78.24,pn.gene.s35.82,ab.gene.s38.16,NULL,on.gene.UNK4.16,ENSGACG00000008966
OG248_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000020119
OG249_1	mz.gene.s104.1,pn.gene.s76.29,ab.gene.s241.14,nb.gene.s104.1,on.gene.LG18.19,ENSGACG00000014921
OG250_1	NULL,pn.gene.s317.8,ab.gene.s608.2,NULL,NULL,ENSGACG00000014581
OG251_1	mz.gene.s2.272,pn.gene.s18.11,ab.gene.s626.2,nb.gene.s0.23,on.gene.LG1.645,NULL
OG252_1	mz.gene.s20.98,pn.gene.s21.41,ab.gene.s277.18,nb.gene.s11.42,on.gene.LG6.356,ENSGACG00000017550
OG253_1	mz.gene.s85.119,pn.gene.s1023.2,ab.gene.s294.1,nb.gene.s54.54,on.gene.LG4.246,ENSGACG00000007443
OG254_1	NULL,NULL,NULL,NULL,NULL,NULL
OG255_1	NULL,NULL,NULL,NULL,NULL,NULL
OG256_1	mz.gene.s111.28,pn.gene.s18.88,ab.gene.s60.39,NULL,on.gene.LG1.728,NULL
OG257_1	mz.gene.s280.5,NULL,ab.gene.s452.11,NULL,NULL,NULL
OG258_1	mz.gene.s79.6,pn.gene.s435.4,NULL,nb.gene.s5071.1,on.gene.LG17.11,ENSGACG00000005999
OG259_1	mz.gene.s11.42,NULL,ab.gene.s1175.1,NULL,NULL,ENSGACG00000017915
OG260_1	mz.gene.s107.47,pn.gene.s97.30,ab.gene.s159.28,nb.gene.s95.30,on.gene.LG18.108,ENSGACG00000014107
OG261_1	mz.gene.s66.18,pn.gene.s89.13,NULL,nb.gene.s21.89,NULL,NULL
OG262_1	mz.gene.s3.481,pn.gene.s122.58,ab.gene.s15.150,nb.gene.s9.161,on.gene.LG19.672,ENSGACG00000006330
OG263_1	mz.gene.s207.19,pn.gene.s138.20,ab.gene.s193.25,NULL,on.gene.LG11.831,ENSGACG00000000939
OG264_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000007816
OG265_1	mz.gene.s55.11,pn.gene.s58.99,ab.gene.s69.8,nb.gene.s20.108,on.gene.UNK41.12,ENSGACG00000011503
OG266_1	mz.gene.s173.8,pn.gene.s361.19,ab.gene.s259.26,nb.gene.s10.328,on.gene.LG18.132,ENSGACG00000016091
OG267_1	mz.gene.s17.2,pn.gene.s13.92,ab.gene.s117.5,nb.gene.s1.95,on.gene.LG17.613,ENSGACG00000018820
OG268_1	mz.gene.s12.51,NULL,ab.gene.s283.14,nb.gene.s44.14,on.gene.LG20.443,NULL
OG269_1	NULL,NULL,NULL,NULL,on.gene.LG7.1170,ENSGACG00000012962
OG270_1	mz.gene.s54.63,pn.gene.s90.53,ab.gene.s138.34,nb.gene.s80.14,on.gene.LG14.541,ENSGACG00000011119
OG271_1	mz.gene.s15.107,pn.gene.s33.85,ab.gene.s361.9,nb.gene.s4.65,on.gene.LG5.818,NULL
OG272_1	mz.gene.s12.7,pn.gene.s168.20,NULL,NULL,on.gene.LG20.502,ENSGACG00000003625
OG273_1	mz.gene.s106.37,pn.gene.s130.36,ab.gene.s620.11,nb.gene.s27.140,on.gene.LG8-24.642,ENSGACG00000010264
OG274_1	mz.gene.s54.54,pn.gene.s90.47,ab.gene.s138.26,nb.gene.s80.19,on.gene.LG14.532,ENSGACG00000010971
OG275_1	mz.gene.s3.173,pn.gene.s9.5,ab.gene.s662.12,nb.gene.s56.7,on.gene.LG19.252,ENSGACG00000009755
OG276_1	mz.gene.s47.15,NULL,ab.gene.s394.16,nb.gene.s19.65,on.gene.LG8-24.600,ENSGACG00000002871
OG277_1	mz.gene.s46.85,pn.gene.s201.35,ab.gene.s575.22,nb.gene.s137.56,on.gene.LG4.870,ENSGACG00000014837
OG278_1	mz.gene.s15.61,pn.gene.s33.40,ab.gene.s20.58,NULL,on.gene.UNK2336.1,ENSGACG00000004630
OG279_1	mz.gene.s183.4,pn.gene.s142.14,ab.gene.s328.1,nb.gene.s30.10,on.gene.UNK18.21,ENSGACG00000017096
OG280_1	mz.gene.s52.21,pn.gene.s8.98,ab.gene.s22.28,nb.gene.s13.253,on.gene.LG16-21.453,ENSGACG00000005352
OG281_1	mz.gene.s57.45,pn.gene.s46.105,ab.gene.s7.95,nb.gene.s8.300,on.gene.LG20.737,ENSGACG00000008846
OG282_1	mz.gene.s4.219,pn.gene.s44.164,ab.gene.s196.23,nb.gene.s131.54,on.gene.LG11.448,ENSGACG00000012045
OG283_1	mz.gene.s10.59,pn.gene.s109.38,ab.gene.s303.9,nb.gene.s168.26,on.gene.LG5.528,ENSGACG00000000924
OG284_1	mz.gene.s172.7,NULL,ab.gene.s624.7,nb.gene.s115.20,on.gene.UNK1.14,ENSGACG00000013961
OG285_1	mz.gene.s60.30,pn.gene.s85.17,ab.gene.s162.18,nb.gene.s63.26,on.gene.LG19.475,ENSGACG00000012619
OG286_1	mz.gene.s49.106,pn.gene.s45.45,ab.gene.s54.43,NULL,on.gene.LG23.351,ENSGACG00000011091
OG287_1	mz.gene.s20.58,pn.gene.s21.85,ab.gene.s143.13,nb.gene.s11.6,on.gene.LG6.312,ENSGACG00000017283
OG288_1	mz.gene.s44.142,pn.gene.s72.2,ab.gene.s9.69,nb.gene.s74.97,on.gene.LG13.351,ENSGACG00000005068
OG289_1	mz.gene.s269.7,NULL,ab.gene.s744.8,nb.gene.s117.7,on.gene.UNK168.2,ENSGACG00000014127
OG290_1	mz.gene.s9.278,pn.gene.s5.139,ab.gene.s281.37,nb.gene.s6.157,NULL,NULL
OG291_1	mz.gene.s1.125,pn.gene.s74.37,ab.gene.s417.9,nb.gene.s18.2,NULL,ENSGACG00000018494
OG292_1	mz.gene.s0.18,pn.gene.s344.3,ab.gene.s224.24,NULL,on.gene.LG14.45,NULL
OG293_1	NULL,NULL,NULL,NULL,on.gene.LG5.896,NULL
OG294_1	mz.gene.s20.62,NULL,ab.gene.s143.18,nb.gene.s11.9,on.gene.LG6.317,ENSGACG00000017317
OG295_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000002176
OG296_1	mz.gene.s3.129,pn.gene.s69.35,ab.gene.s75.39,nb.gene.s57.122,on.gene.LG19.303,ENSGACG00000010930
OG297_1	NULL,NULL,ab.gene.s461.1,NULL,on.gene.LG6.55,ENSGACG00000016232
OG298_1	mz.gene.s88.13,pn.gene.s84.13,ab.gene.s32.22,NULL,on.gene.UNK2.20,ENSGACG00000015585
OG299_1	mz.gene.s48.42,NULL,ab.gene.s742.7,NULL,on.gene.UNK213.6,ENSGACG00000001828
OG300_1	mz.gene.s173.21,pn.gene.s361.5,ab.gene.s259.11,nb.gene.s10.314,NULL,ENSGACG00000016039
OG301_1	mz.gene.s139.31,pn.gene.s59.54,ab.gene.s116.32,nb.gene.s40.26,on.gene.LG7.1375,ENSGACG00000013544
OG302_1	mz.gene.s16.92,pn.gene.s412.4,ab.gene.s97.7,nb.gene.s12.67,NULL,ENSGACG00000006420
OG303_1	mz.gene.s8.66,pn.gene.s116.5,ab.gene.s112.5,NULL,on.gene.LG14.349,ENSGACG00000009619
OG304_1	mz.gene.s441.5,pn.gene.s1971.1,NULL,NULL,on.gene.UNK691.2,NULL
OG305_1	mz.gene.s126.7,pn.gene.s113.35,ab.gene.s530.4,nb.gene.s93.4,on.gene.UNK86.7,NULL
OG306_1	mz.gene.s87.75,pn.gene.s0.107,ab.gene.s14.78,nb.gene.s2.397,on.gene.LG6.831,NULL
OG307_1	mz.gene.s4.406,pn.gene.s108.16,ab.gene.s63.17,nb.gene.s34.25,on.gene.LG11.249,ENSGACG00000004881
OG308_1	mz.gene.s35.41,pn.gene.s873.1,ab.gene.s248.19,nb.gene.s66.40,on.gene.LG17.762,ENSGACG00000007559
OG309_1	mz.gene.s132.39,pn.gene.s195.7,ab.gene.s93.10,nb.gene.s19.211,on.gene.LG8-24.448,ENSGACG00000006726
OG310_1	NULL,NULL,NULL,NULL,NULL,NULL
OG311_1	mz.gene.s16.199,pn.gene.s27.106,ab.gene.s18.51,nb.gene.s12.169,on.gene.LG22.320,ENSGACG00000004640
OG312_1	mz.gene.s83.46,NULL,ab.gene.s446.4,NULL,on.gene.LG3.233,ENSGACG00000019365
OG313_1	mz.gene.s57.74,pn.gene.s46.74,ab.gene.s7.67,nb.gene.s6688.1,on.gene.LG20.710,ENSGACG00000009275
OG314_1	mz.gene.s15.127,pn.gene.s33.100,ab.gene.s370.17,nb.gene.s4.50,on.gene.LG5.881,ENSGACG00000005817
OG315_1	mz.gene.s32.181,pn.gene.s169.34,ab.gene.s166.21,NULL,NULL,NULL
OG316_1	mz.gene.s54.87,pn.gene.s14.1,ab.gene.s227.1,NULL,NULL,NULL
OG317_1	mz.gene.s88.35,pn.gene.s84.32,ab.gene.s32.45,nb.gene.s25.48,on.gene.UNK2.44,ENSGACG00000015083
OG318_1	mz.gene.s83.17,pn.gene.s150.20,ab.gene.s73.33,nb.gene.s82.14,on.gene.LG3.266,ENSGACG00000019244
OG319_1	mz.gene.s5.150,pn.gene.s160.34,ab.gene.s6.17,nb.gene.s48.119,on.gene.LG15.552,ENSGACG00000013363
OG320_1	mz.gene.s144.15,pn.gene.s192.7,ab.gene.s460.15,nb.gene.s155.11,on.gene.LG4.434,ENSGACG00000005502
OG321_1	mz.gene.s22.77,pn.gene.s285.2,ab.gene.s92.45,NULL,on.gene.UNK89.2,ENSGACG00000020565
OG322_1	mz.gene.s27.15,pn.gene.s36.19,ab.gene.s139.4,nb.gene.s61.6,on.gene.LG9.448,ENSGACG00000000982
OG323_1	mz.gene.s16.36,pn.gene.s29.52,NULL,NULL,NULL,ENSGACG00000007216
OG324_1	mz.gene.s28.25,pn.gene.s257.8,ab.gene.s275.24,nb.gene.s55.24,on.gene.LG4.575,ENSGACG00000013828
OG325_1	mz.gene.s281.8,pn.gene.s29.104,ab.gene.s297.8,nb.gene.s36.42,NULL,NULL
OG326_1	mz.gene.s20.6,pn.gene.s21.135,ab.gene.s208.22,nb.gene.s42.50,on.gene.LG6.221,ENSGACG00000016951
OG327_1	mz.gene.s64.84,pn.gene.s124.44,ab.gene.s442.1,nb.gene.s41.98,on.gene.UNK118.6,ENSGACG00000003811
OG328_1	NULL,pn.gene.s435.8,ab.gene.s969.3,nb.gene.s53.24,on.gene.LG17.14,ENSGACG00000005930
OG329_1	mz.gene.s47.89,pn.gene.s16.105,ab.gene.s4.46,nb.gene.s19.7,on.gene.LG8-24.830,NULL
OG330_1	mz.gene.s9.332,pn.gene.s5.79,ab.gene.s13.83,nb.gene.s16.16,on.gene.LG12.507,ENSGACG00000008197
OG331_1	mz.gene.s172.19,pn.gene.s140.27,ab.gene.s375.14,nb.gene.s115.32,on.gene.UNK235.2,ENSGACG00000013914
OG332_1	NULL,pn.gene.s122.19,ab.gene.s15.107,nb.gene.s9.197,NULL,ENSGACG00000005774
OG333_1	mz.gene.s73.35,pn.gene.s307.4,NULL,nb.gene.s67.49,on.gene.LG14.178,ENSGACG00000007320
OG334_1	mz.gene.s46.65,pn.gene.s94.4,ab.gene.s62.5,NULL,on.gene.LG4.844,ENSGACG00000014910
OG335_1	mz.gene.s1.176,pn.gene.s64.108,ab.gene.s67.9,nb.gene.s18.51,on.gene.LG6.777,ENSGACG00000019140
OG336_1	mz.gene.s78.40,pn.gene.s35.64,ab.gene.s175.4,nb.gene.s22.104,on.gene.UNK4.35,ENSGACG00000008741
OG337_1	mz.gene.s26.64,pn.gene.s23.88,ab.gene.s5.129,nb.gene.s5.207,on.gene.LG13.613,ENSGACG00000009617
OG338_1	NULL,NULL,NULL,nb.gene.s34.18,NULL,ENSGACG00000004814
OG339_1	mz.gene.s352.5,pn.gene.s462.1,ab.gene.s554.7,nb.gene.s300.4,on.gene.LG14.696,ENSGACG00000013325
OG340_1	mz.gene.s49.139,pn.gene.s45.16,ab.gene.s54.14,nb.gene.s17.14,on.gene.LG23.386,ENSGACG00000014584
OG341_1	mz.gene.s22.40,pn.gene.s179.33,ab.gene.s92.10,nb.gene.s68.68,NULL,NULL
OG342_1	mz.gene.s364.9,pn.gene.s459.10,ab.gene.s665.17,nb.gene.s16.241,NULL,NULL
OG343_1	NULL,pn.gene.s9.86,NULL,nb.gene.s238.1,NULL,ENSGACG00000009591
OG344_1	mz.gene.s185.10,pn.gene.s19.70,ab.gene.s61.14,NULL,on.gene.LG2.73,ENSGACG00000016791
OG345_1	mz.gene.s114.30,NULL,ab.gene.s74.22,nb.gene.s29.45,on.gene.LG16-21.694,NULL
OG346_1	mz.gene.s0.306,pn.gene.s15.95,ab.gene.s311.21,nb.gene.s38.68,on.gene.LG7.810,ENSGACG00000018174
OG347_1	mz.gene.s70.62,pn.gene.s231.11,ab.gene.s226.11,nb.gene.s235.10,on.gene.UNK26.11,ENSGACG00000007986
OG348_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000010596
OG349_1	mz.gene.s59.16,NULL,ab.gene.s274.15,nb.gene.s195.16,on.gene.UNK92.15,ENSGACG00000002751
OG350_1	NULL,pn.gene.s54.21,ab.gene.s192.7,nb.gene.s13.19,NULL,ENSGACG00000001948
OG351_1	NULL,NULL,NULL,NULL,on.gene.LG15.7,ENSGACG00000009796
OG352_1	mz.gene.s146.62,pn.gene.s40.1,ab.gene.s984.8,nb.gene.s24.15,on.gene.LG15.393,ENSGACG00000008833
OG353_1	NULL,NULL,ab.gene.s495.1,nb.gene.s100.7,on.gene.UNK1206.1,ENSGACG00000011122
OG354_1	NULL,NULL,NULL,NULL,on.gene.LG12.300,ENSGACG00000011169
OG355_1	mz.gene.s86.18,pn.gene.s162.18,ab.gene.s28.19,nb.gene.s60.18,on.gene.LG16-21.596,ENSGACG00000001550
OG356_1	mz.gene.s418.1,pn.gene.s349.3,ab.gene.s519.17,NULL,on.gene.LG4.239,ENSGACG00000007516
OG357_1	mz.gene.s3.6,pn.gene.s178.6,ab.gene.s164.7,nb.gene.s63.60,on.gene.LG19.434,ENSGACG00000013366
OG358_1	NULL,pn.gene.s533.6,ab.gene.s813.7,nb.gene.s21.60,NULL,ENSGACG00000012575
OG359_1	mz.gene.s3.125,pn.gene.s69.39,ab.gene.s75.43,nb.gene.s57.119,on.gene.LG19.307,ENSGACG00000010847
OG360_1	mz.gene.s233.17,pn.gene.s156.31,ab.gene.s145.24,nb.gene.s29.21,on.gene.LG16-21.142,ENSGACG00000001360
OG361_1	mz.gene.s14.79,pn.gene.s81.77,ab.gene.s64.3,nb.gene.s16.168,on.gene.LG12.672,ENSGACG00000005772
OG362_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000004320
OG363_1	NULL,NULL,ab.gene.s495.14,NULL,on.gene.LG23.521,ENSGACG00000011891
OG364_1	NULL,NULL,ab.gene.s148.35,NULL,on.gene.LG23.51,NULL
OG365_1	mz.gene.s98.37,pn.gene.s147.25,ab.gene.s642.5,nb.gene.s36.53,on.gene.LG22.422,ENSGACG00000017603
OG366_1	mz.gene.s20.78,pn.gene.s21.62,ab.gene.s143.33,nb.gene.s11.25,on.gene.LG6.334,ENSGACG00000017401
OG367_1	mz.gene.s226.14,pn.gene.s88.74,ab.gene.s101.25,nb.gene.s49.72,on.gene.LG7.253,ENSGACG00000018349
OG368_1	mz.gene.s81.66,pn.gene.s4.45,ab.gene.s149.17,nb.gene.s76.59,on.gene.LG8-24.269,ENSGACG00000009759
OG369_1	mz.gene.s14.182,NULL,NULL,nb.gene.s16.67,on.gene.LG12.566,ENSGACG00000007399
OG370_1	mz.gene.s101.60,pn.gene.s35.32,ab.gene.s175.44,nb.gene.s258.3,on.gene.UNK4.67,ENSGACG00000008183
OG371_1	NULL,NULL,ab.gene.s157.32,NULL,on.gene.UNK5.54,NULL
OG372_1	mz.gene.s147.23,pn.gene.s129.23,ab.gene.s357.16,nb.gene.s162.15,on.gene.LG17.86,ENSGACG00000019206
OG373_1	mz.gene.s3.252,pn.gene.s9.76,NULL,nb.gene.s56.85,on.gene.UNK116.8,NULL
OG374_1	mz.gene.s41.45,pn.gene.s30.37,ab.gene.s65.7,nb.gene.s23.150,on.gene.LG18.687,ENSGACG00000016471
OG375_1	mz.gene.s48.11,pn.gene.s14.77,ab.gene.s90.12,NULL,on.gene.LG10.464,NULL
OG376_1	NULL,pn.gene.s22.108,ab.gene.s31.68,NULL,on.gene.LG23.115,NULL
OG377_1	mz.gene.s4.119,pn.gene.s0.149,ab.gene.s14.25,nb.gene.s2.355,on.gene.LG2.590,ENSGACG00000018445
OG378_1	mz.gene.s45.57,pn.gene.s207.14,ab.gene.s157.10,nb.gene.s3.152,on.gene.UNK5.74,ENSGACG00000002520
OG379_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000020055
OG380_1	mz.gene.s82.38,pn.gene.s117.13,ab.gene.s34.38,nb.gene.s25.93,on.gene.UNK13.28,NULL
OG381_1	mz.gene.s161.37,pn.gene.s175.26,ab.gene.s155.2,nb.gene.s147.36,NULL,ENSGACG00000001519
OG382_1	mz.gene.s25.17,pn.gene.s14.54,NULL,nb.gene.s7.208,on.gene.LG10.434,NULL
OG383_1	mz.gene.s8.31,pn.gene.s116.46,ab.gene.s112.44,nb.gene.s37.29,on.gene.LG14.437,ENSGACG00000010105
OG384_1	mz.gene.s114.22,pn.gene.s134.14,ab.gene.s74.32,NULL,on.gene.LG16-21.702,ENSGACG00000007714
OG385_1	mz.gene.s4.300,pn.gene.s83.73,ab.gene.s174.55,nb.gene.s79.47,on.gene.LG11.140,ENSGACG00000008725
OG386_1	mz.gene.s17.92,pn.gene.s51.61,ab.gene.s115.3,nb.gene.s1.175,on.gene.LG17.514,ENSGACG00000019827
OG387_1	mz.gene.s62.17,pn.gene.s61.9,ab.gene.s83.33,nb.gene.s59.39,on.gene.LG13.259,ENSGACG00000003332
OG388_1	NULL,pn.gene.s48.20,NULL,NULL,on.gene.LG20.807,NULL
OG389_1	mz.gene.s32.28,pn.gene.s34.114,ab.gene.s318.31,nb.gene.s15.55,on.gene.LG7.1060,ENSGACG00000005176
OG390_1	mz.gene.s35.61,NULL,NULL,nb.gene.s66.29,on.gene.LG17.752,ENSGACG00000007288
OG391_1	mz.gene.s6.276,pn.gene.s3.286,ab.gene.s1.73,nb.gene.s10.11,NULL,ENSGACG00000017451
OG392_1	mz.gene.s19.103,NULL,ab.gene.s87.35,nb.gene.s12.267,on.gene.LG22.219,ENSGACG00000004501
OG393_1	NULL,pn.gene.s84.16,ab.gene.s32.26,NULL,on.gene.UNK2.26,ENSGACG00000015599
OG394_1	mz.gene.s19.64,pn.gene.s560.5,ab.gene.s878.5,nb.gene.s12.302,NULL,ENSGACG00000003078
OG395_1	mz.gene.s46.29,pn.gene.s94.41,ab.gene.s62.53,nb.gene.s85.31,on.gene.LG4.809,ENSGACG00000014433
OG396_1	NULL,pn.gene.s22.8,ab.gene.s144.49,NULL,NULL,NULL
OG397_1	NULL,pn.gene.s22.24,ab.gene.s144.32,nb.gene.s17.167,on.gene.LG23.215,ENSGACG00000012561
OG398_1	mz.gene.s8.213,pn.gene.s2.67,ab.gene.s85.8,nb.gene.s128.19,on.gene.LG14.258,ENSGACG00000006415
OG399_1	mz.gene.s16.131,pn.gene.s27.35,NULL,nb.gene.s12.109,on.gene.LG22.383,ENSGACG00000005739
OG400_1	mz.gene.s131.1,pn.gene.s96.16,ab.gene.s564.4,nb.gene.s236.9,on.gene.LG10.30,NULL
OG401_1	mz.gene.s13.207,pn.gene.s6.198,ab.gene.s0.195,nb.gene.s35.85,on.gene.LG9.305,ENSGACG00000003909
OG402_1	mz.gene.s1.61,pn.gene.s170.9,ab.gene.s27.68,nb.gene.s65.12,on.gene.LG6.979,ENSGACG00000016291
OG403_1	mz.gene.s8.180,pn.gene.s2.102,ab.gene.s11.106,NULL,on.gene.LG14.292,ENSGACG00000008198
OG404_1	mz.gene.s136.48,pn.gene.s54.44,ab.gene.s179.22,NULL,on.gene.LG16-21.262,ENSGACG00000001743
OG405_1	mz.gene.s17.135,pn.gene.s103.36,ab.gene.s56.23,NULL,on.gene.LG17.466,ENSGACG00000019955
OG406_1	mz.gene.s3.493,pn.gene.s122.67,ab.gene.s15.163,nb.gene.s9.150,on.gene.LG19.682,ENSGACG00000006428
OG407_1	mz.gene.s153.30,pn.gene.s92.47,ab.gene.s382.7,nb.gene.s32.72,on.gene.LG22.128,ENSGACG00000002539
OG408_1	mz.gene.s61.77,pn.gene.s157.49,ab.gene.s285.18,NULL,on.gene.UNK6.71,ENSGACG00000010816
OG409_1	NULL,pn.gene.s51.32,ab.gene.s115.37,NULL,on.gene.LG17.546,ENSGACG00000019746
OG410_1	NULL,pn.gene.s495.3,ab.gene.s932.1,NULL,NULL,NULL
OG411_1	mz.gene.s31.97,pn.gene.s22.81,ab.gene.s31.34,nb.gene.s17.222,on.gene.LG23.146,ENSGACG00000003698
OG412_1	mz.gene.s201.3,pn.gene.s199.21,ab.gene.s400.4,NULL,on.gene.LG5.94,ENSGACG00000017631
OG413_1	mz.gene.s3.60,pn.gene.s69.99,ab.gene.s515.11,nb.gene.s57.56,on.gene.LG19.376,ENSGACG00000005262
OG414_1	mz.gene.s85.52,pn.gene.s80.59,NULL,NULL,on.gene.LG4.315,ENSGACG00000006669
OG415_1	mz.gene.s144.22,pn.gene.s192.12,ab.gene.s460.8,nb.gene.s155.18,on.gene.LG4.440,ENSGACG00000005394
OG416_1	mz.gene.s12.122,pn.gene.s235.16,ab.gene.s257.20,nb.gene.s44.71,on.gene.LG20.367,ENSGACG00000000079
OG417_1	mz.gene.s89.12,pn.gene.s77.43,ab.gene.s356.8,nb.gene.s15.263,NULL,ENSGACG00000011262
OG418_1	mz.gene.s55.112,NULL,ab.gene.s494.7,NULL,on.gene.LG4.7,NULL
OG419_1	mz.gene.s123.26,pn.gene.s128.19,ab.gene.s392.3,nb.gene.s34.80,on.gene.LG11.374,ENSGACG00000005705
OG420_1	NULL,NULL,NULL,NULL,on.gene.LG7.988,ENSGACG00000001899
OG421_1	mz.gene.s1.60,pn.gene.s170.8,ab.gene.s27.69,nb.gene.s3094.1,NULL,NULL
OG422_1	mz.gene.s1.64,pn.gene.s170.12,ab.gene.s27.63,nb.gene.s1029.1,on.gene.LG6.976,NULL
OG423_1	mz.gene.s32.72,pn.gene.s34.76,NULL,NULL,NULL,NULL
OG424_1	NULL,pn.gene.s45.59,ab.gene.s54.52,NULL,on.gene.LG23.336,ENSGACG00000001840
OG425_1	mz.gene.s45.64,pn.gene.s207.20,ab.gene.s157.20,nb.gene.s3.157,on.gene.UNK5.67,NULL
OG426_1	mz.gene.s16.76,pn.gene.s29.12,ab.gene.s97.21,nb.gene.s12.53,on.gene.LG22.621,ENSGACG00000006571
OG427_1	NULL,NULL,NULL,nb.gene.s79.112,on.gene.LG11.225,ENSGACG00000007626
OG428_1	mz.gene.s0.342,pn.gene.s15.58,ab.gene.s43.36,nb.gene.s103.32,on.gene.LG7.848,ENSGACG00000018021
OG429_1	mz.gene.s103.39,pn.gene.s75.28,ab.gene.s105.6,NULL,on.gene.LG14.736,NULL
OG430_1	mz.gene.s7.169,pn.gene.s10.48,ab.gene.s147.20,nb.gene.s0.458,on.gene.LG1.185,ENSGACG00000015283
OG431_1	mz.gene.s80.13,pn.gene.s188.36,NULL,NULL,NULL,NULL
OG432_1	mz.gene.s61.14,pn.gene.s141.58,ab.gene.s396.4,NULL,on.gene.UNK6.9,ENSGACG00000011364
OG433_1	mz.gene.s0.384,pn.gene.s15.16,ab.gene.s1447.1,nb.gene.s3.17,on.gene.LG7.896,ENSGACG00000000651
OG434_1	mz.gene.s115.61,pn.gene.s228.3,ab.gene.s866.4,NULL,on.gene.LG7.94,ENSGACG00000008315
OG435_1	mz.gene.s102.40,pn.gene.s56.18,ab.gene.s217.12,nb.gene.s1.360,on.gene.LG17.315,ENSGACG00000000639
OG436_1	mz.gene.s4.264,pn.gene.s83.105,ab.gene.s228.29,nb.gene.s79.16,on.gene.LG11.491,ENSGACG00000009133
OG437_1	mz.gene.s147.21,pn.gene.s129.25,ab.gene.s348.16,nb.gene.s162.16,on.gene.LG17.84,ENSGACG00000019193
OG438_1	mz.gene.s133.50,pn.gene.s345.15,NULL,NULL,on.gene.LG20.19,ENSGACG00000010405
OG439_1	NULL,pn.gene.s33.73,ab.gene.s20.94,NULL,NULL,ENSGACG00000005153
OG440_1	mz.gene.s135.38,pn.gene.s348.9,ab.gene.s464.11,nb.gene.s11.201,on.gene.LG6.537,ENSGACG00000016019
OG441_1	mz.gene.s21.157,pn.gene.s1.86,ab.gene.s110.14,NULL,on.gene.LG7.377,ENSGACG00000015846
OG442_1	NULL,NULL,ab.gene.s760.5,nb.gene.s219.18,on.gene.LG17.212,NULL
OG443_1	mz.gene.s93.33,NULL,ab.gene.s89.4,nb.gene.s3.341,on.gene.LG13.857,ENSGACG00000004004
OG444_1	mz.gene.s293.12,NULL,ab.gene.s1680.1,nb.gene.s279.1,on.gene.UNK523.3,NULL
OG445_1	NULL,pn.gene.s441.5,ab.gene.s627.9,NULL,on.gene.UNK204.9,ENSGACG00000012539
OG446_1	mz.gene.s72.93,pn.gene.s68.14,ab.gene.s30.87,nb.gene.s19.154,on.gene.LG8-24.501,ENSGACG00000002125
OG447_1	mz.gene.s13.220,pn.gene.s86.4,ab.gene.s769.8,nb.gene.s35.72,on.gene.LG9.318,ENSGACG00000004022
OG448_1	mz.gene.s179.12,pn.gene.s121.20,ab.gene.s184.4,nb.gene.s163.4,on.gene.LG17.147,ENSGACG00000019333
OG449_1	mz.gene.s137.37,pn.gene.s127.33,ab.gene.s418.17,nb.gene.s34.99,on.gene.LG11.345,NULL
